WS10M,PS,PRECTOTCORR,T2MDEW,ALLSKY_SFC_LW_DWN,WS50M_RANGE,Evaporation_Rate,Sensible_Heat_Flux,date
2.402,72.6504,12.746,10.39,341.318,3.8788,341.0484401949192,43.088318148760976,2021-06-10
2.3932,72.5592,6.324,9.3512,335.4972,3.0416,335.21552397798246,43.034231116668,2021-06-11
2.3964,72.646,8.2164,9.858,339.7912,3.9796,339.5143248780626,43.06606286216396,2021-06-12
2.9452,72.646,2.98,9.9796,333.4748,4.4832,333.20500963066326,52.90589768544438,2021-06-13
3.2696,72.486,5.6948,9.296,338.6748,5.7648,338.3895261512072,58.7457152283466,2021-06-14
3.0096,72.3156,7.3196,7.0104,332.948,5.4148,332.62651938584025,54.387223476758074,2021-06-15
2.9744,72.522,6.7748,7.5196,352.7888,5.1904,352.45844335675116,53.80673429934503,2021-06-16
2.7736,72.6532,8.1036,8.74,350.6,4.5052,350.29478108067127,50.04742892120966,2021-06-17
2.8016,72.7164,31.578,9.9592,354.4528,4.7172,354.1656934602404,50.378749246272655,2021-06-18
2.492,72.6836,30.56,9.7856,358.7564,4.1764,358.4628218798227,44.81874972141421,2021-06-19
2.5656,72.7136,5.6744,8.6928,351.0912,4.6136,350.7846945089483,46.340478500492104,2021-06-20
2.756,72.7896,0.4316,8.6404,329.6608,4.4256,329.3721050157532,49.84082442405312,2021-06-21
2.872,72.838,0.198,7.5984,338.7304,4.8764,338.41470495690317,52.166058367946626,2021-06-22
2.8436,72.9136,0.6996,7.2964,342.6928,4.696,342.3675626018907,51.75949642857193,2021-06-23
2.4712,72.8228,0.566,5.8064,323.8624,3.8748,323.5260126936086,45.16497808213193,2021-06-24
2.6768,72.7432,3.5248,6.2224,321.942,4.5536,321.6159628652754,48.79638978106753,2021-06-25
2.66,72.8712,1.0676,6.5496,336.4744,4.4464,336.1403397007689,48.518635382713846,2021-06-26
2.362,73.086,0.7716,8.3312,327.4788,3.9908,327.1866844740817,42.93659078183084,2021-06-27
2.4804,73.0148,0.074,10.2036,331.5924,4.0188,331.32764126865686,44.74729146956477,2021-06-28
3.0292,72.7708,0.0,8.7224,328.4612,5.3616,328.1749549294994,54.751422754904695,2021-06-29
3.3228,72.6012,0.0036,9.1996,332.4268,4.8752,332.1451866626018,59.81687065146469,2021-06-30
3.1776,72.5308,0.08,9.3592,341.7576,4.836,341.47080360186004,57.115234480870484,2021-07-01
2.9464,72.6096,1.4312,7.6304,346.4316,4.8616,346.1093469068397,53.34353920844773,2021-07-02
3.0904,72.7332,0.4088,8.4012,352.0108,5.4364,351.6981095634443,55.8924147094777,2021-07-03
2.6832,72.8752,1.9552,8.156,344.2704,4.2,343.960077620075,48.66499403420771,2021-07-04
2.6368,72.9396,0.2152,10.3564,335.2392,4.384,334.9739188606672,47.49419871140425,2021-07-05
2.8108,72.8228,0.0464,10.0596,336.6924,4.984,336.4212850479829,50.60019756280275,2021-07-06
3.1148,72.762,0.0504,9.308,339.4728,5.2132,339.1870569193996,56.17509030166018,2021-07-07
2.7588,72.838,0.9388,10.4308,349.6764,4.5056,349.40089873385125,49.60943389582137,2021-07-08
2.4392,72.8484,1.7948,11.3812,360.5756,3.7352,360.3068436783792,43.7220381047887,2021-07-09
2.4244,72.854,1.3096,12.0432,358.8568,3.7148,358.5993975573988,43.359211463199905,2021-07-10
2.7832,72.976,5.5092,12.5628,356.2248,4.422,355.9768324251175,49.76885373053679,2021-07-11
2.9964,73.0664,6.3848,11.9128,351.8956,3.5536,351.64127920642267,53.76997279679886,2021-07-12
3.0136,72.9804,8.6272,12.1416,352.6976,4.624,352.44605027306767,53.97165391106562,2021-07-13
2.6384,72.9636,2.8752,11.6068,351.7952,4.2532,351.5364020984066,47.32990722572179,2021-07-14
2.6464,73.0432,1.116,11.8028,343.5696,3.7248,343.3197096484127,47.49252010592382,2021-07-15
2.3924,73.136,1.1644,12.17,349.7616,3.728,349.5125532249282,42.93343604226079,2021-07-16
2.6176,72.8968,6.0652,13.1536,358.264,3.7508,358.0229334150277,46.660329598485745,2021-07-17
2.558,72.7364,20.5016,13.8468,358.3048,3.8976,358.07306747084476,45.38769763847261,2021-07-18
2.6244,72.6512,27.5948,13.2292,352.7664,3.6488,352.5300582231416,46.61162185593662,2021-07-19
2.7472,72.6036,19.04,13.1188,351.7572,4.3288,351.52003920795926,48.77949284204763,2021-07-20
2.6732,72.5284,15.0956,12.9592,357.8736,3.956,357.63009681310945,47.442830452204554,2021-07-21
2.7696,72.5128,21.05,13.1584,357.2128,3.4492,356.9725068326919,49.108933282627405,2021-07-22
2.2056,72.6612,5.5944,12.9836,349.1056,4.2048,348.8683950532902,39.212391046248484,2021-07-23
2.2956,72.746,3.0236,13.2488,363.7568,3.8272,363.51336834989695,40.82225632169007,2021-07-24
2.1936,72.712,4.4396,14.308,363.812,3.4096,363.5827957230759,38.84650871281161,2021-07-25
2.4944,72.5416,5.4528,14.18,365.8372,3.6044,365.6050386111861,44.08949456744784,2021-07-26
3.2936,72.39,9.2588,12.1196,357.8388,5.51,357.58325883769385,58.51359782384112,2021-07-27
1.9088,72.488,18.4684,12.6552,352.256,3.2,352.0120956457159,33.89372351957942,2021-07-28
1.8172,72.532,12.9564,12.516,360.8488,2.9332,360.59693577959007,32.30254143754892,2021-07-29
2.202,72.6576,4.682,12.6,361.4148,3.6928,361.1637578597134,39.199000077341424,2021-07-30
2.4984,72.6856,0.7292,12.7192,356.0108,3.6452,355.7652015340877,44.473964965286726,2021-07-31
2.9896,72.5568,1.376,13.0712,354.6644,5.4324,354.4246257741433,53.05817064730527,2021-08-01
2.5992,72.6716,3.8184,12.9656,356.656,3.9936,356.4134143993135,46.219553711659124,2021-08-02
2.4344,72.7864,3.6968,12.6588,352.8952,3.9436,352.65090366171603,43.40396929351989,2021-08-03
2.3916,72.808,2.4228,12.4332,349.6616,3.6956,349.4163770609547,42.687218335270664,2021-08-04
2.3708,72.7416,1.3832,12.4272,356.032,4.2132,355.782223035893,42.27825966296749,2021-08-05
2.526,72.7492,0.8072,12.3856,352.7628,4.6672,352.5147223181416,45.057196923934285,2021-08-06
2.4396,72.868,3.0704,12.67,347.4584,4.2892,347.21802228629315,43.54373962260922,2021-08-07
2.6296,72.9648,5.7132,12.8324,352.7332,4.824,352.4914406767843,46.97065818865044,2021-08-08
2.514,72.946,8.958,12.7952,352.7648,4.4952,352.52250168588745,44.90004847674586,2021-08-09
2.5864,72.7856,5.5008,11.966,345.9808,4.4908,345.73152263170635,46.225586853772526,2021-08-10
2.7652,72.7996,0.8496,11.5468,335.6032,4.0604,335.3554523231669,49.50349030851637,2021-08-11
2.5768,72.9244,5.5792,11.314,340.1476,3.798,339.8930769156618,46.24759239455892,2021-08-12
2.772,72.7908,5.1868,11.5916,347.9116,4.9632,347.6554331752746,49.61142051309826,2021-08-13
3.0584,72.6228,2.1304,11.4676,346.0944,5.2184,345.8377295134345,54.63467789962484,2021-08-14
3.076,72.7296,2.084,10.4556,337.8676,4.882,337.6017891822716,55.22625489362317,2021-08-15
2.6196,72.9676,5.0724,9.7628,319.2572,3.7632,318.99559366483214,47.30154341651704,2021-08-16
2.4384,72.9904,0.5548,9.524,319.2096,4.144,318.94432159577866,44.08061994783671,2021-08-17
2.1304,72.882,1.9516,9.0392,330.6088,3.5672,330.32605210696846,38.52156403995956,2021-08-18
2.0424,72.8824,4.9472,10.9316,344.4968,3.734,344.23321410335325,36.6845525968264,2021-08-19
2.312,73.0248,30.0856,12.4388,348.732,4.5376,348.487507930298,41.388520228052805,2021-08-20
2.3948,73.1808,9.0552,11.9028,347.334,5.2524,347.0828305889753,43.043141016633435,2021-08-21
2.2348,73.0964,0.844,12.0504,343.596,3.5352,343.34964647963864,40.10027821812516,2021-08-22
2.7528,72.8708,1.1188,12.6028,345.896,3.9104,345.6557760832449,49.14740222096432,2021-08-23
2.5412,72.7872,2.6624,13.2092,349.8196,3.3664,349.5849639112116,45.221564603374134,2021-08-24
2.792,72.5896,4.6252,13.036,349.6712,4.3492,349.4343238316384,49.57974600277679,2021-08-25
2.824,72.5528,2.2988,12.2152,345.742,4.1084,345.496457189189,50.26674049957165,2021-08-26
3.0612,72.7348,13.0748,12.7284,346.2056,4.2596,345.966892081914,54.52748610865631,2021-08-27
3.028,72.7672,6.9196,11.0948,343.5456,4.6972,343.2852320224838,54.27025615155362,2021-08-28
2.7188,72.8432,4.8236,9.2836,338.0452,4.5692,337.7602474806377,49.092232292294575,2021-08-29
2.4356,73.08,5.7028,9.5072,321.6696,4.4748,321.4020118527317,44.08667202790968,2021-08-30
2.3888,73.2204,1.5336,9.486,328.0308,4.2544,327.75757821801255,43.32586820333305,2021-08-31
2.1396,73.1944,3.224,9.9192,345.296,4.0332,345.01565130318374,38.73296038864842,2021-09-01
2.2108,73.0416,2.132,10.4532,343.4144,4.7468,343.14418734663195,39.86313698075537,2021-09-02
2.3928,72.9552,1.604,9.348,333.688,4.666,333.407789917177,43.26235331896045,2021-09-03
2.0052,72.894,1.6784,10.4836,338.8764,3.6532,338.6102325322106,36.07901448341256,2021-09-04
1.9028,72.946,1.9148,11.144,333.416,3.2892,333.16403251514095,34.181396015937956,2021-09-05
2.1444,73.0912,2.6268,11.9704,343.3752,3.7384,343.12786293075357,38.48623824315078,2021-09-06
2.6108,73.1964,5.4308,12.1876,340.1596,3.1324,339.91763640333386,46.88859146406459,2021-09-07
2.1392,73.1124,4.3676,10.7724,350.5776,2.8228,350.30685587074373,38.566092427904074,2021-09-08
2.0696,72.9988,10.3356,11.3188,346.7492,3.1012,346.4898095641702,37.18179575192056,2021-09-09
2.5252,73.016,7.0976,10.8712,338.1372,3.2988,337.87756617737926,45.44916671643337,2021-09-10
2.4136,73.0348,5.0552,10.0168,337.3888,3.5928,337.1164397056904,43.582854707407606,2021-09-11
2.1796,72.848,3.1672,9.7632,347.0648,4.0324,346.7804142132992,39.2919955447091,2021-09-12
2.534,72.874,7.9076,9.5052,345.9132,4.352,345.6254102709402,45.738835584691884,2021-09-13
2.186,73.0384,1.1804,9.3596,350.0924,2.8396,349.79861614754685,39.56681233789844,2021-09-14
2.1472,73.1024,1.1872,10.1456,327.2724,3.7508,327.01019887415947,38.79066004619877,2021-09-15
2.152,72.9452,2.8276,10.1388,326.7172,4.0672,326.4553390924068,38.794704351937874,2021-09-16
2.2144,72.9076,0.7264,8.6596,334.8372,3.5112,334.5443066026333,40.10845715690373,2021-09-17
2.1864,73.112,0.0068,9.1556,320.6072,2.8772,320.3348908612321,39.64255658276029,2021-09-18
2.162,73.2492,0.6608,11.7344,329.798,3.4628,329.55717340029804,38.918202373623835,2021-09-19
2.5772,73.1588,1.1976,11.7844,332.1008,3.8116,331.85899363664794,46.32683986531475,2021-09-20
2.7412,73.012,3.0064,10.6872,338.4712,4.2272,338.2085001637358,49.36606597102101,2021-09-21
2.3572,72.9668,3.56,9.9788,340.8568,4.0532,340.58102440901047,42.53050598381879,2021-09-22
2.2,73.096,6.0844,9.4248,342.3076,3.1632,342.0214539587874,39.84242178642998,2021-09-23
2.2372,73.1696,2.5768,9.4132,342.5664,4.1036,342.27984121167884,40.55858137319963,2021-09-24
2.068,73.0636,1.3204,9.17,323.6696,3.8712,323.39492418744214,37.46906199209832,2021-09-25
1.946,73.0764,0.3052,9.0456,320.8412,3.138,320.56690979803983,35.2803274436592,2021-09-26
2.0608,73.1516,0.0712,9.0756,312.6184,3.394,312.35161445869176,37.396084739477,2021-09-27
2.1856,73.2348,0.5496,10.1444,322.2576,3.2036,321.9993983840041,39.5560627409658,2021-09-28
1.906,73.2824,1.7852,8.6728,321.1916,3.3564,320.910863377517,34.698389661835556,2021-09-29
1.9184,73.3228,5.3544,9.556,327.1744,3.1652,326.9030157303897,34.83421644239322,2021-09-30
2.3376,73.2272,1.9196,10.2992,329.978,4.2592,329.716004556981,42.27954025737151,2021-10-01
2.6524,73.1032,0.1616,9.2452,322.5284,4.132,322.25590867306175,48.07075704437247,2021-10-02
2.8688,72.9344,0.2628,8.4844,310.8888,4.1304,310.6140040128911,52.01275421520641,2021-10-03
2.6984,72.968,0.3736,6.464,310.1872,4.7612,309.8776373017128,49.299523708975755,2021-10-04
2.3024,73.172,0.3416,4.4976,299.0224,4.4268,298.68587893279295,42.480991392495845,2021-10-05
2.038,73.1372,0.0,4.2796,280.1524,3.3924,279.8328476352632,37.614264883862546,2021-10-06
2.1956,73.0228,0.0032,5.134,279.3456,4.1684,279.0432804550924,40.33539659228471,2021-10-07
2.3844,72.9304,0.004,4.1692,276.8228,4.5028,276.5048851866715,43.9006180978725,2021-10-08
2.6648,72.9504,0.0,1.8908,264.0052,5.2952,263.65568775766116,49.48322992015894,2021-10-09
2.2684,73.0336,0.0,0.7496,257.9952,3.8248,257.62805043917734,42.34613854747131,2021-10-10
2.678,73.0228,0.0,-0.3192,256.8004,4.3548,256.40910975805525,50.18090884730809,2021-10-11
2.74,73.0408,0.0,-0.5344,254.416,4.0932,254.02294318278896,51.395872728104024,2021-10-12
2.8272,73.0392,0.0,1.4984,255.7084,4.3164,255.36138309689812,52.63787294664969,2021-10-13
2.3748,73.0924,0.0,1.4148,248.4808,3.6428,248.14180394029208,44.26059712586226,2021-10-14
2.1232,73.0364,0.0,1.9472,255.7696,2.9812,255.43219160370236,39.46453216905794,2021-10-15
2.35,73.1004,0.0692,-0.1636,277.9292,3.6104,277.50992334396454,44.056446937997585,2021-10-16
2.1584,73.1752,7.63,3.6416,321.4232,3.904,321.0418038163246,39.948990494835705,2021-10-17
2.6896,72.9224,103.2452,7.0432,332.9416,4.3612,332.62076085798833,49.0065267104823,2021-10-18
3.2468,72.9516,38.4612,8.1896,329.0348,5.7344,328.73880548354026,58.94165933248395,2021-10-19
1.6796,73.1892,23.7352,6.1048,300.0844,2.6628,299.778319539381,30.818754565975354,2021-10-20
2.0048,73.1496,0.2156,2.1948,274.5464,3.0256,274.1898192516359,37.287991862632545,2021-10-21
2.172,73.1612,0.0232,0.1544,270.276,3.5852,269.8764888028828,40.705855116459546,2021-10-22
2.4316,73.2896,0.0148,-0.7872,267.3692,4.1964,266.949350300675,45.80886809438647,2021-10-23
2.3676,73.3156,1.2736,-0.3868,279.5388,3.548,279.11100928322105,44.55349854142433,2021-10-24
2.1568,73.1932,0.1104,-0.6864,254.4532,3.2328,254.05621978810439,40.5634592118296,2021-10-25
2.2136,73.1192,0.0288,-3.7024,246.8012,3.014,246.33237743800083,42.05514382230429,2021-10-26
2.084,73.2188,0.0608,-3.9136,248.3588,3.232,247.88037628556802,39.67796696414004,2021-10-27
1.9912,73.35,0.0168,-3.1164,241.558,2.8064,241.1165373550746,37.866926821450804,2021-10-28
2.2072,73.444,0.0,-2.4488,243.9412,3.782,243.51448739803803,41.92477044572943,2021-10-29
2.1392,73.328,0.0,-3.0028,238.3284,3.2616,237.89608166303668,40.652159809538944,2021-10-30
1.9672,73.1608,0.0,-3.1588,242.2504,3.3636,241.80643482596292,37.31987816481269,2021-10-31
2.204,73.1428,0.2344,-3.6464,253.694,3.9164,253.21386503248033,41.87756929721341,2021-11-01
2.292,73.2416,0.1532,-5.3812,238.912,4.1748,238.4044539328816,43.890985166457504,2021-11-02
2.5044,73.174,0.0076,-4.7852,235.5748,3.7444,235.09391731104353,47.8076949839223,2021-11-03
2.2548,73.1064,0.0,-5.4512,229.636,4.046,229.14586185500744,43.1101828610607,2021-11-04
2.2492,73.0748,0.0,-4.8376,234.7504,3.436,234.2695203250231,42.88622613004656,2021-11-05
2.1384,72.9808,0.0,-4.3696,239.3016,3.4192,238.82645423183396,40.65021383178649,2021-11-06
2.0064,73.0104,0.0,-5.1804,241.9808,2.8416,241.47361017102693,38.2718612857578,2021-11-07
2.0368,73.1584,0.0,-6.3844,247.3332,3.1648,246.77099974169377,39.106200655356226,2021-11-08
1.9052,73.238,0.0,-5.5128,248.0372,3.1228,247.50559079651765,36.50004804067322,2021-11-09
1.9188,73.2268,0.0,-5.348,249.4428,3.536,248.91406156093993,36.73235852464715,2021-11-10
1.9364,73.1536,0.0,-5.7096,247.1936,3.4632,246.65674014330372,37.082297093040964,2021-11-11
2.006,73.192,0.0,-6.7932,243.6284,3.6952,243.05904950078832,38.591674183708655,2021-11-12
1.9368,73.1544,0.0,-6.8964,238.6872,3.2892,238.1254694567383,37.25568950442165,2021-11-13
2.4528,73.046,0.0,-7.39,243.6564,3.996,243.06335269307792,47.19889446060181,2021-11-14
2.2756,72.872,0.0,-8.996,237.9,3.7044,237.25331373116902,43.95034490860034,2021-11-15
1.9544,73.0276,0.0,-8.1872,234.5192,3.2764,233.91632781198618,37.711902507024746,2021-11-16
2.1988,73.296,0.0,-7.8904,247.3016,4.0272,246.6787012048719,42.53610871178703,2021-11-17
2.49,73.186,0.0,-7.2192,247.106,4.062,246.51152825730148,47.97572907139448,2021-11-18
2.4144,73.0156,0.0,-6.6164,252.82,3.806,252.23621974306747,46.30584145375688,2021-11-19
2.1648,73.0164,0.0004,-4.712,257.5636,3.6368,257.0403937388897,41.224658475045025,2021-11-20
2.3632,73.0584,0.0,-5.106,239.998,4.1688,239.49746653079134,45.09489805281114,2021-11-21
2.3436,72.95,0.0,-8.5676,230.5684,4.0368,229.95994071637003,45.23876068328109,2021-11-22
2.0256,72.914,0.0,-8.5888,230.016,3.9484,229.40810943858537,39.08420885692325,2021-11-23
2.2292,73.07,0.0,-7.0304,242.4232,4.3652,241.84745025493658,42.852300789740994,2021-11-24
1.9664,73.0588,0.0,-5.2172,238.8292,3.6352,238.32737995803598,37.53888617346407,2021-11-25
1.8044,73.0444,0.0,-5.9876,235.3432,3.2332,234.822410750292,34.538802276912044,2021-11-26
2.1204,73.1672,0.0,-6.2212,233.5028,4.468,232.97786567408312,40.6913090989551,2021-11-27
2.0356,73.2648,0.0,-7.5216,228.8384,3.4368,228.27638606734496,39.30756752890732,2021-11-28
2.1392,73.2916,0.0,-8.6312,226.1152,3.5124,225.51586629196194,41.49654259449033,2021-11-29
2.1644,73.2992,0.0,-9.6632,226.5792,3.6396,225.93405566979172,42.154191275177475,2021-11-30
1.502,73.3836,0.0004,-7.4288,267.264,2.4184,266.61176617151506,29.040601392676596,2021-12-01
1.6036,73.3732,2.6744,-2.5812,285.7936,2.3684,285.2893260287551,30.44518779211633,2021-12-02
2.3892,73.3632,4.5404,0.7204,295.046,3.9164,294.6253429870152,44.80727589047405,2021-12-03
2.1448,73.32,0.0288,-1.614,255.606,2.9188,255.18256177352865,40.545690980501675,2021-12-04
2.9688,73.266,0.3136,-2.7096,268.4672,4.4812,267.98949535260726,56.30859852935386,2021-12-05
2.96,73.0152,2.1636,-2.5436,270.9936,6.4784,270.5166160240032,55.91518825634958,2021-12-06
2.2744,73.1344,0.1528,-7.832,229.674,3.8972,229.09781423755328,43.891932181805736,2021-12-07
2.3768,73.2316,0.0104,-8.4632,233.854,4.53,233.24129960294323,46.038561264250625,2021-12-08
2.0912,73.3208,0.0,-8.5628,222.3104,3.5664,221.72392754516832,40.57110157042234,2021-12-09
2.2188,73.2524,0.0,-10.2472,214.3276,3.5476,213.69191850289445,43.28203469818325,2021-12-10
2.3672,73.2184,0.0,-11.394,214.378,4.0328,213.68868695802956,46.35764932613387,2021-12-11
2.0212,73.2852,0.0,-9.148,230.1188,4.024,229.48663778123898,39.28088057089147,2021-12-12
2.2568,73.1524,0.0,-10.5652,241.3544,3.8964,240.6224071063074,44.01644201905145,2021-12-13
3.2224,72.9956,0.0,-11.3396,217.6448,4.1656,216.94767179899839,62.90021099509628,2021-12-14
2.8864,72.9692,0.0,-13.504,204.2304,3.6332,203.46685362885495,56.79071404824306,2021-12-15
3.8416,72.9572,0.0,-13.8552,208.2136,5.1032,207.41515843907615,75.67446482692036,2021-12-16
3.7308,72.896,0.0036,-11.6912,210.7168,4.2228,210.02483538904931,72.82244689193658,2021-12-17
2.196,72.86,0.0,-11.3616,204.8928,3.482,204.2354947486683,42.78918048767129,2021-12-18
2.6188,73.05,0.0,-14.7636,199.9208,3.9576,199.10185520402723,51.83412435781702,2021-12-19
1.9812,73.0756,0.0,-13.3584,218.33,3.3584,217.52226232178654,39.01561611566341,2021-12-20
2.1228,72.9748,0.0,-10.982,219.584,3.752,218.8982043133948,41.36806206152335,2021-12-21
2.0464,72.8828,0.0,-11.2172,219.1872,3.3048,218.4911816705692,39.86470508096087,2021-12-22
2.0828,72.8272,0.0,-9.4548,234.5264,4.286,233.8682486422368,40.27187241602456,2021-12-23
2.182,72.804,0.0,-8.7672,225.958,4.18,225.35342722422308,42.06681721212611,2021-12-24
2.2712,72.8564,0.0,-9.19,222.708,4.174,222.09441023742536,43.88820640219228,2021-12-25
2.1912,73.0036,0.0388,-8.1452,248.3352,4.4604,247.6986530110299,42.26057683899857,2021-12-26
2.316,73.006,0.0252,-8.018,225.654,4.2948,225.0806256806655,44.64756993109767,2021-12-27
1.9856,72.9484,1.0808,-9.4248,247.292,3.3832,246.59947132966937,38.4519854708776,2021-12-28
2.018,72.864,0.8356,-8.1992,251.068,3.926,250.42205317484272,38.85364793557248,2021-12-29
1.8716,73.2404,0.044,-10.6488,216.3568,3.1744,215.69675396562056,36.5590848481941,2021-12-30
2.0688,73.3028,0.0,-10.9308,216.526,3.4048,215.85219182524327,40.48903708080993,2021-12-31
2.1356,73.27,0.0,-10.5448,217.6328,4.0088,216.97369662253575,41.71628704144619,2022-01-01
2.434,73.1752,0.0,-8.9488,227.9136,4.1516,227.29608240005211,47.19680186233927,2022-01-02
2.0408,73.1132,0.0016,-9.4876,225.2564,3.3784,224.6228186188231,39.61967438770201,2022-01-03
2.3404,73.1,0.7776,-6.03,259.1812,4.3016,258.60601627780545,44.839826683353046,2022-01-04
2.7712,73.0124,10.658,-2.76,276.2004,4.1032,275.7073079449759,52.388592896139066,2022-01-05
2.5288,72.9888,1.9176,-4.6308,255.438,3.8032,254.92191435600324,48.123613114240825,2022-01-06
2.6604,73.0908,0.2256,-4.7076,250.0048,3.2404,249.49709751122163,50.7132456751059,2022-01-07
2.7404,73.0704,21.2776,-4.6148,273.7368,3.1496,273.18433321302035,52.20559943497855,2022-01-08
3.3664,72.8564,8.758,-5.98,273.7952,6.41,273.1896312141035,64.27004449290052,2022-01-09
3.108,72.8604,11.5132,-6.274,270.9684,4.622,270.35706066890657,59.40539754036031,2022-01-10
2.114,72.87,1.964,-7.1992,235.618,3.1728,235.0519380497148,40.55228368706264,2022-01-11
1.6272,72.7716,0.7576,-7.5428,233.3472,2.7356,232.77328108363102,31.2123077677267,2022-01-12
2.0892,72.8176,0.0,-9.7364,229.0572,3.458,228.4016627039846,40.433473272107896,2022-01-13
2.0936,72.8724,0.0,-12.23,220.0492,3.636,219.2983522857016,40.9366479085099,2022-01-14
2.6944,73.0464,0.0,-13.3244,219.3924,3.4432,218.582717097577,53.03246488037339,2022-01-15
2.2272,73.2068,0.0,-10.972,232.6856,3.8656,231.9593982507741,43.53888071878994,2022-01-16
1.8544,73.2572,0.0,-7.0684,256.2636,3.224,255.65340236016772,35.743885103352504,2022-01-17
2.2284,73.0068,0.0,-5.6644,245.9164,3.7044,245.3839361323084,42.581300455767426,2022-01-18
1.9816,72.7884,0.244,-7.6512,253.1376,3.4268,252.51037036405904,38.034566350731126,2022-01-19
1.6596,72.4128,0.8272,-4.942,268.8168,3.0824,268.26228090659237,31.369666684556993,2022-01-20
2.108,72.4408,0.5868,-6.4936,246.1364,4.3564,245.57276593158483,40.09264399312605,2022-01-21
2.9264,72.2572,3.3296,-7.4656,262.304,4.5592,261.66225849625346,55.72006655543908,2022-01-22
2.8336,72.2948,9.478,-7.2772,272.018,4.6856,271.36100177152565,53.94293346464841,2022-01-23
2.096,72.4092,4.1852,-6.9132,265.1392,2.7876,264.5145033817983,39.909823563484025,2022-01-24
2.07,72.4488,2.0872,-7.9496,246.5336,3.4768,245.91010739181795,39.59043121487512,2022-01-25
2.1028,72.438,1.1484,-9.21,255.0148,3.4496,254.3112246343904,40.40378690606752,2022-01-26
2.4868,72.542,0.0192,-10.9156,224.6016,4.292,223.90340978980328,48.161897229270906,2022-01-27
2.7624,72.7584,0.0,-11.7224,216.2604,4.2188,215.54865646380614,53.82464008100666,2022-01-28
3.0584,72.8852,0.0,-9.8932,229.942,5.1072,229.27668890535745,59.2811884729916,2022-01-29
3.0236,72.6488,0.0,-9.7972,231.9556,5.022,231.28894592886965,58.395274798415194,2022-01-30
3.0936,72.5632,0.0,-8.4148,231.7592,4.7968,231.15401103257992,59.36517609206492,2022-01-31
3.2396,72.3924,0.0,-10.4448,224.3592,6.4372,223.6844802156133,62.49979038401207,2022-02-01
2.7136,72.5468,0.2564,-8.1796,250.214,5.1992,249.57111782738633,52.01511881403628,2022-02-02
4.6972,72.2364,16.6392,-5.1152,275.7548,5.6116,275.1793387143295,88.62715890730757,2022-02-03
2.5172,72.0528,9.9064,-7.6148,265.3676,4.8468,264.7117031433794,47.81997557454459,2022-02-04
2.6048,72.438,0.2756,-11.4972,227.3432,3.7608,226.60683656303223,50.48685438792594,2022-02-05
2.7316,72.8536,0.05,-8.7556,243.2508,4.69,242.6004804851881,52.696131423635094,2022-02-06
2.8584,72.8236,0.0364,-6.0176,244.7064,4.35,244.16379357802984,54.55460886339438,2022-02-07
2.4036,72.7104,1.08,-7.372,229.7468,3.934,229.18829509393288,46.03652828411183,2022-02-08
2.8124,72.6912,4.7348,-6.4568,262.7324,4.5856,262.13226080881765,53.66731280206273,2022-02-09
2.6704,72.7404,0.0244,-9.7868,223.4304,4.7624,222.78871372498645,51.63685446407271,2022-02-10
3.0984,72.7188,0.0928,-12.1904,211.7592,4.6644,211.03867657380064,60.4468640013032,2022-02-11
2.4908,72.8032,0.0,-10.4964,219.0544,4.5452,218.39324267917857,48.33579132490239,2022-02-12
2.154,72.774,0.0,-8.3404,228.6732,3.93,228.0791232064028,41.442990379990576,2022-02-13
2.4412,72.7852,0.0,-7.5444,238.5904,4.0336,238.0035211686403,46.83516757881804,2022-02-14
2.1268,72.7304,0.0,-6.4764,241.5104,3.666,240.95800341697264,40.609296768942315,2022-02-15
2.6692,72.5496,0.0,-7.2356,226.0364,4.8508,225.49200744734839,50.98438056390305,2022-02-16
2.41,72.5396,0.0,-8.3312,218.904,4.49,218.3356632057995,46.217478799908235,2022-02-17
2.754,72.6652,0.0004,-10.0268,223.8496,4.7684,223.19584087657327,53.246875888054376,2022-02-18
2.6128,72.6676,0.0028,-9.0888,228.9124,3.8568,228.2861289918132,50.33907798401333,2022-02-19
2.422,72.1504,0.0104,-8.226,237.0532,4.4296,236.442184611412,46.18005472029305,2022-02-20
2.7836,72.3848,0.0,-10.1052,219.2836,4.36,218.63965407015166,53.62747519315177,2022-02-21
3.4152,72.878,0.2976,-5.7628,256.2744,5.1576,255.71582115835116,65.1680669614401,2022-02-22
3.8276,73.068,1.71,-2.9708,281.5672,4.7268,281.05752127197314,72.47107767953868,2022-02-23
2.6524,73.0364,1.518,-5.4852,265.3512,4.2564,264.78353594660024,50.66989225285869,2022-02-24
2.2564,72.9992,0.1536,-6.5812,255.4996,4.1308,254.9110394821712,43.2601219857719,2022-02-25
3.844,73.0548,5.5432,-5.6148,280.312,7.518,279.7070837012162,73.48760084642564,2022-02-26
2.5836,73.0572,0.3668,-7.3548,242.4164,3.7452,241.8277876938777,49.716898761830805,2022-02-27
2.5192,73.0864,0.0036,-9.1892,227.078,4.1996,226.45240505352513,48.83403915581564,2022-02-28
2.5112,73.136,0.0,-5.5932,247.9968,4.628,247.46239706953875,48.057301242558935,2022-03-01
2.254,73.1448,0.0,-5.262,232.0428,3.4732,231.55377291974432,43.08707111398448,2022-03-02
2.7756,73.112,0.1452,-6.294,256.532,4.852,255.95244740599162,53.23918960484767,2022-03-03
